city_id,city,country_id,last_update
542,Touliu,92,10:27 PM
543,Toulon,34,11:27 PM
544,Toulouse,34,12:27 AM
545,Trshavn,32,1:27 AM
546,Tsaotun,92,2:27 AM
547,Tsuyama,50,3:27 AM
548,Tuguegarao,75,4:27 AM
549,Tychy,76,5:27 AM
550,Udaipur,44,6:27 AM
551,Udine,49,7:27 AM
552,Ueda,50,8:27 AM
553,Uijongbu,86,9:27 AM
554,Uluberia,44,10:27 AM
555,Urawa,50,11:27 AM
556,Uruapan,60,12:27 PM
557,Usak,97,1:27 PM
558,Usolje-Sibirskoje,80,2:27 PM
559,Uttarpara-Kotrung,44,3:27 PM
560,Vaduz,55,4:27 PM
561,Valencia,104,5:27 PM
562,Valle de la Pascua,104,6:27 PM
563,Valle de Santiago,60,7:27 PM
564,Valparai,44,8:27 PM
565,Vancouver,20,9:27 PM
566,Varanasi (Benares),44,10:27 PM
567,Vicente Lpez,6,11:27 PM
568,Vijayawada,44,12:27 AM
569,Vila Velha,15,1:27 AM
570,Vilnius,56,2:27 AM
571,Vinh,105,3:27 AM
572,Vitria de Santo Anto,15,4:27 AM
573,Warren,103,5:27 AM
574,Weifang,23,6:27 AM
575,Witten,38,7:27 AM
576,Woodridge,8,8:27 AM
577,Wroclaw,76,9:27 AM
578,Xiangfan,23,10:27 AM
579,Xiangtan,23,11:27 AM
580,Xintai,23,12:27 PM
581,Xinxiang,23,1:27 PM
582,Yamuna Nagar,44,2:27 PM
583,Yangor,65,3:27 PM
584,Yantai,23,4:27 PM
585,Yaound,19,5:27 PM
586,Yerevan,7,6:27 PM
587,Yinchuan,23,7:27 PM
588,Yingkou,23,8:27 PM
589,York,102,9:27 PM
590,Yuncheng,23,10:27 PM
591,Yuzhou,23,11:27 PM
592,Zalantun,23,12:27 AM
593,Zanzibar,93,1:27 AM
594,Zaoyang,23,2:27 AM
595,Zapopan,60,3:27 AM
596,Zaria,69,4:27 AM
597,Zeleznogorsk,80,5:27 AM
598,Zhezqazghan,51,6:27 AM
599,Zhoushan,23,7:27 AM
600,Ziguinchor,83,8:27 AM
