city_id,city,country_id,last_update
352,Nabereznyje Telny,80,12:27 AM
353,Nador,62,1:27 AM
354,Nagaon,44,2:27 AM
355,Nagareyama,50,3:27 AM
356,Najafabad,46,4:27 AM
357,Naju,86,5:27 AM
358,Nakhon Sawan,94,6:27 AM
359,Nam Dinh,105,7:27 AM
360,Namibe,4,8:27 AM
361,Nantou,92,9:27 AM
362,Nanyang,23,10:27 AM
363,NDjamna,21,11:27 AM
364,Newcastle,85,12:27 PM
365,Nezahualcyotl,60,1:27 PM
366,Nha Trang,105,2:27 PM
367,Niznekamsk,80,3:27 PM
368,Novi Sad,108,4:27 PM
369,Novoterkassk,80,5:27 PM
370,Nukualofa,95,6:27 PM
371,Nuuk,40,7:27 PM
372,Nyeri,52,8:27 PM
373,Ocumare del Tuy,104,9:27 PM
374,Ogbomosho,69,10:27 PM
375,Okara,72,11:27 PM
376,Okayama,50,12:27 AM
377,Okinawa,50,1:27 AM
378,Olomouc,26,2:27 AM
379,Omdurman,89,3:27 AM
380,Omiya,50,4:27 AM
381,Ondo,69,5:27 AM
382,Onomichi,50,6:27 AM
383,Oshawa,20,7:27 AM
384,Osmaniye,97,8:27 AM
385,ostka,100,9:27 AM
386,Otsu,50,10:27 AM
387,Oulu,33,11:27 AM
388,Ourense (Orense),87,12:27 PM
389,Owo,69,1:27 PM
390,Oyo,69,2:27 PM
391,Ozamis,75,3:27 PM
392,Paarl,85,4:27 PM
393,Pachuca de Soto,60,5:27 PM
394,Pak Kret,94,6:27 PM
395,Palghat (Palakkad),44,7:27 PM
396,Pangkal Pinang,45,8:27 PM
397,Papeete,36,9:27 PM
398,Parbhani,44,10:27 PM
399,Pathankot,44,11:27 PM
400,Patiala,44,12:27 AM
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
